АМЕРИКАНИЗИРОВАТЬ	112052-N	ИМПРОВИЗИРОВАТЬ
АНОДИРОВАТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
АНОДИРОВАТЬ	118288-N	НАВОДНИТЬ
АНОДИРОВАТЬ	5498-N	АНОД
АНОДИРОВАТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
АНОДИРОВАТЬ	114863-N	АДЕНОИДЫ
АНОДИРОВАТЬ	115967-N	МЫЛИТЬ, НАМЫЛИВАТЬ
АНОДИРОВАТЬ	124531-N	АНКЕТИРОВАНИЕ
АНОДИРОВАТЬ	116661-N	ВДАВИТЬ ВНУТРЬ
АНОДИРОВАТЬ	3839-N	НАТРИЙ
АНОДИРОВАТЬ	118317-N	НАНЕСТИ (ОТМЕТИТЬ, НАЧЕРТИТЬ)
БИНТОВАТЬ	111426-N	БИНТ
БИНТОВАТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
БИНТОВАТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
БИНТОВАТЬ	132740-N	НАВЯЗАТЬ (ЗАСТАВИТЬ ВЗЯТЬ)
БИНТОВАТЬ	104882-N	НАНТ
БИНТОВАТЬ	143878-N	НАВЯЗАТЬ (ЗАСТАВИТЬ ПРИНЯТЬ)
БИНТОВАТЬ	116045-N	НАКАТИТЬ (ПОМЕСТИТЬ)
БИНТОВАТЬ	118851-N	КУТАТЬ (ЗАВЕРНУТЬ)
БИНТОВАТЬ	126461-N	НАБИТЬ (НАСАДИТЬ)
БИНТОВАТЬ	118263-N	КАНТОВАТЬ (ОБШИТЬ)
БОДРИТЬСЯ	114461-N	ПРОСНУТЬСЯ, ПЕРЕСТАТЬ СПАТЬ
БОДРИТЬСЯ	114460-N	БУДИТЬ (ЗАСТАВЛЯТЬ ПРОСНУТЬСЯ)
БОДРИТЬСЯ	125180-N	БОДРСТВОВАТЬ, НЕ СПАТЬ
БОДРИТЬСЯ	111114-N	НАКАЛИТЬСЯ, РАСКАЛИТЬСЯ
БОДРИТЬСЯ	128304-N	ВСТАТЬ НА УЧЕТ
БОДРИТЬСЯ	111101-N	НАГРЕТЬСЯ
БОДРИТЬСЯ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
БОДРИТЬСЯ	117854-N	ВОЗРОДИТЬСЯ
БОДРИТЬСЯ	118786-N	БОДРЫЙ
БОДРИТЬСЯ	112932-N	НАГАН
БУРЕТЬ	112208-N	БУРУН
БУРЕТЬ	113558-N	ПРИБОЙ
БУРЕТЬ	103889-N	НАЗАРЕТ
БУРЕТЬ	119014-N	БАРАХТАТЬСЯ
БУРЕТЬ	4354-N	БУРЯ
БУРЕТЬ	119726-N	БУРЛИТЬ, КЛОКОТАТЬ
БУРЕТЬ	100261-N	БУРЕЯ
БУРЕТЬ	125492-N	БУРТ (КУЧА)
БУРЕТЬ	127049-N	НАГЛЕТЬ, ОБНАГЛЕТЬ
БУРЕТЬ	105556-N	БУРЯТЫ
ВБУХИВАТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ВБУХИВАТЬ	117964-N	ОБНЮХАТЬ
ВБУХИВАТЬ	143192-N	ВЫМАНИТЬ НАРУЖУ
ВБУХИВАТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ВБУХИВАТЬ	115823-N	НЮХАТЬ ЗАПАХ
ВБУХИВАТЬ	111874-N	ВЫКУРИТЬ НАРУЖУ
ВБУХИВАТЬ	130455-N	ВЫНОСИТЬ МЫСЛЬ
ВБУХИВАТЬ	116661-N	ВДАВИТЬ ВНУТРЬ
ВБУХИВАТЬ	118288-N	НАВОДНИТЬ
ВБУХИВАТЬ	120943-N	НАТАСКАТЬ (ПОВЕРХНОСТНО НАУЧИТЬ)
ВЕРЕЩАТЬ	117661-N	ЗВЕРЕТЬ
ВЕРЕЩАТЬ	119033-N	ВЕРНЫЙ (НЕИЗБЕЖНЫЙ, НЕСОМНЕННЫЙ)
ВЕРЕЩАТЬ	118934-N	ДОВЕРЧИВЫЙ
ВЕРЕЩАТЬ	132736-N	НАВЕСИТЬ (НАДЕТЬ)
ВЕРЕЩАТЬ	3407-N	ПОВЕРЕННЫЙ
ВЕРЕЩАТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ВЕРЕЩАТЬ	7180-N	ДОВЕРИТЕЛЬ
ВЕРЕЩАТЬ	138844-N	ДОВЕР
ВЕРЕЩАТЬ	118532-N	ВЕРТЕТЬ ИЗ СТОРОНЫ В СТОРОНУ
ВЕРЕЩАТЬ	144834-N	ВЕРОТЕРПИМЫЙ
ВЗЪЕРОШИТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ВЗЪЕРОШИТЬ	107454-N	ПОДНЯТЬСЯ (ПЕРЕМЕСТИТЬСЯ ВВЕРХ)
ВЗЪЕРОШИТЬ	123491-N	ПРОСТУПИТЬ НА ПОВЕРХНОСТЬ
ВЗЪЕРОШИТЬ	131129-N	ЗАВЫСИТЬ, ЧРЕЗМЕРНО ПОВЫСИТЬ
ВЗЪЕРОШИТЬ	117484-N	ВЗОЙТИ, ПОДНЯТЬСЯ ПЕШКОМ
ВЗЪЕРОШИТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ВЗЪЕРОШИТЬ	124567-N	ВОЗНЕСТИСЬ (ПОДНЯТЬСЯ ВВЕРХ)
ВЗЪЕРОШИТЬ	130455-N	ВЫНОСИТЬ МЫСЛЬ
ВЗЪЕРОШИТЬ	105543-N	НАЗРАНЬ
ВЗЪЕРОШИТЬ	110917-N	ВЫТАЩИТЬ НАРУЖУ
ВКРУТИТЬ	127047-N	НАВИНТИТЬ (НАДЕТЬ)
ВКРУТИТЬ	118591-N	ВЫВЕРНУТЬ НАРУЖУ
ВКРУТИТЬ	116166-N	ВЫКРУТИТЬ (ОТЖАТЬ)
ВКРУТИТЬ	141609-N	РАСКРУТИТЬСЯ (КРУТИТЬСЯ)
ВКРУТИТЬ	120773-N	ЗАМОТАТЬСЯ (НАКРУТИТЬСЯ)
ВКРУТИТЬ	116236-N	ОБЕРНУТЬСЯ (ИЗМЕНИТЬ ПОЛОЖЕНИЕ)
ВКРУТИТЬ	116235-N	ОБЕРНУТЬ (ИЗМЕНИТЬ ПОЛОЖЕНИЕ)
ВКРУТИТЬ	111874-N	ВЫКУРИТЬ НАРУЖУ
ВКРУТИТЬ	134179-N	КРУТИТЬ ЗАПИСЬ
ВКРУТИТЬ	115727-N	КРУТИТЬ (ВЕРТЕТЬ КРУГООБРАЗНО)
ВПАЯТЬ	111031-N	ВАЛИТЬСЯ
ВПАЯТЬ	117225-N	ОБРУШИТЬСЯ, ОБВАЛИТЬСЯ
ВПАЯТЬ	118428-N	ОБЛОМИТЬСЯ (СЛОМАТЬСЯ, ОБРУШИТЬСЯ)
ВПАЯТЬ	133078-N	ОБЛОМАТЬСЯ ПО КРАЯМ
ВПАЯТЬ	116081-N	ВНИКНУТЬ
ВПАЯТЬ	137804-N	ВЪЕХАТЬ ВВЕРХ
ВПАЯТЬ	124784-N	НАЛЕЧЬ, НАВАЛИТЬСЯ
ВПАЯТЬ	129715-N	ВВЕРГНУТЬ В СОСТОЯНИЕ
ВПАЯТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ВПАЯТЬ	115287-N	ЗАГНАТЬ ВНУТРЬ
ВПРАВИТЬ	111362-N	ИСПРАВИТЬ (УЛУЧШИТЬ)
ВПРАВИТЬ	133628-N	ПЕРЕВОСПИТАНИЕ
ВПРАВИТЬ	119751-N	НАПРАВИТЬ (ПОСЛАТЬ)
ВПРАВИТЬ	117375-N	ОПРАВИТЬ (ПОДПРАВИТЬ)
ВПРАВИТЬ	145755-N	НАПРАВИТЬ (ПРИДАТЬ, УКАЗАТЬ НАПРАВЛЕНИЕ)
ВПРАВИТЬ	113474-N	ОПРАВИТЬ, ВСТАВИТЬ В ОПРАВУ
ВПРАВИТЬ	118288-N	НАВОДНИТЬ
ВПРАВИТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ВПРАВИТЬ	119750-N	НАПУСТИТЬ (НАПРАВИТЬ ДЛЯ НАПАДЕНИЯ)
ВПРАВИТЬ	117962-N	НАВЫК
ВРЫТЬ	116188-N	ПРОРВАТЬ ОТВЕРСТИЕ
ВРЫТЬ	115540-N	НАДОРВАТЬСЯ (РАЗОРВАТЬСЯ)
ВРЫТЬ	115538-N	НАДОРВАТЬ (НЕ ДО КОНЦА РАЗОРВАТЬ)
ВРЫТЬ	142386-N	ПРОРВАТЬ НАПОРОМ
ВРЫТЬ	113672-N	ВЫЛОМАТЬ
ВРЫТЬ	120111-N	СРЫТЬ
ВРЫТЬ	118046-N	НАРУШИТЬСЯ
ВРЫТЬ	115539-N	РАЗОРВАТЬСЯ НА ЧАСТИ
ВРЫТЬ	137907-N	СОРВАТЬСЯ (НЕ СОСТОЯТЬСЯ)
ВРЫТЬ	125603-N	ВЗЛОМАТЬ (ВСКРЫТЬ)
ВСКРУЖИТЬ	115717-N	КРУЖИТЬ (ДВИГАТЬ КРУГООБРАЗНО)
ВСКРУЖИТЬ	112412-N	ЗАКРУГЛИТЬ (СДЕЛАТЬ ОКРУГЛЫМ)
ВСКРУЖИТЬ	123558-N	ОКРУГЛИТЬ, СДЕЛАТЬ КРУГЛЫМ
ВСКРУЖИТЬ	118591-N	ВЫВЕРНУТЬ НАРУЖУ
ВСКРУЖИТЬ	115193-N	ОКРУЖИТЬ, ЗАКЛЮЧИТЬ В КРУГ
ВСКРУЖИТЬ	146720-N	ОБНЕСТИ ВОКРУГ
ВСКРУЖИТЬ	116236-N	ОБЕРНУТЬСЯ (ИЗМЕНИТЬ ПОЛОЖЕНИЕ)
ВСКРУЖИТЬ	115213-N	ОСКВЕРНИТЬ
ВСКРУЖИТЬ	127047-N	НАВИНТИТЬ (НАДЕТЬ)
ВСКРУЖИТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ВСХЛИПЫВАТЬ	111031-N	ВАЛИТЬСЯ
ВСХЛИПЫВАТЬ	117225-N	ОБРУШИТЬСЯ, ОБВАЛИТЬСЯ
ВСХЛИПЫВАТЬ	118428-N	ОБЛОМИТЬСЯ (СЛОМАТЬСЯ, ОБРУШИТЬСЯ)
ВСХЛИПЫВАТЬ	133078-N	ОБЛОМАТЬСЯ ПО КРАЯМ
ВСХЛИПЫВАТЬ	120799-N	ПРОЩУПАТЬ, НАЩУПАТЬ
ВСХЛИПЫВАТЬ	116228-N	ЗАХЛОПНУТЬ (ЗАКРЫТЬ)
ВСХЛИПЫВАТЬ	111066-N	НАКЛОНИТЬСЯ, СКЛОНИТЬСЯ
ВСХЛИПЫВАТЬ	111666-N	СЛИПНУТЬСЯ ВМЕСТЕ
ВСХЛИПЫВАТЬ	111114-N	НАКАЛИТЬСЯ, РАСКАЛИТЬСЯ
ВСХЛИПЫВАТЬ	117002-N	КЛЯНЧИТЬ
ВШИВАТЬ	113291-N	СШИВАТЬ
ВШИВАТЬ	111575-N	ЗАШИТЬ (СОЕДИНИТЬ ШВОМ)
ВШИВАТЬ	131404-N	ЗАМЕТАТЬ (ЗАШИТЬ)
ВШИВАТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ВШИВАТЬ	116799-N	НАШИТЬ СВЕРХУ
ВШИВАТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ВШИВАТЬ	132740-N	НАВЯЗАТЬ (ЗАСТАВИТЬ ВЗЯТЬ)
ВШИВАТЬ	132736-N	НАВЕСИТЬ (НАДЕТЬ)
ВШИВАТЬ	117817-N	ВКЛИНИТЬ
ВШИВАТЬ	116661-N	ВДАВИТЬ ВНУТРЬ
ВЫКЛЕВАТЬ	130352-N	ВЫВОЛОЧЬ НАРУЖУ
ВЫКЛЕВАТЬ	111874-N	ВЫКУРИТЬ НАРУЖУ
ВЫКЛЕВАТЬ	110917-N	ВЫТАЩИТЬ НАРУЖУ
ВЫКЛЕВАТЬ	125796-N	ВЫДАВИТЬ (ВЫЛОМАТЬ)
ВЫКЛЕВАТЬ	130547-N	ВЫТЕРЕТЬСЯ ОТ НОСКИ
ВЫКЛЕВАТЬ	143192-N	ВЫМАНИТЬ НАРУЖУ
ВЫКЛЕВАТЬ	125816-N	ВЫЛУПИТЬСЯ ИЗ ЯЙЦА
ВЫКЛЕВАТЬ	113672-N	ВЫЛОМАТЬ
ВЫКЛЕВАТЬ	117002-N	КЛЯНЧИТЬ
ВЫКЛЕВАТЬ	117619-N	ПЕРЕЛОВИТЬ
ВЫПЛАКАТЬ	117368-N	ОПЛАКАТЬ
ВЫПЛАКАТЬ	133711-N	ПОПЛАТИТЬСЯ
ВЫПЛАКАТЬ	6531-N	ДЕНЕЖНАЯ ВЫПЛАТА
ВЫПЛАКАТЬ	127068-N	НАКИПЬ (ПЕНА)
ВЫПЛАКАТЬ	117583-N	СДАТЬ СДАЧУ
ВЫПЛАКАТЬ	111208-N	ПРЕДПЛЕЧЬЕ
ВЫПЛАКАТЬ	140584-N	НЕДОПЛАТИТЬ
ВЫПЛАКАТЬ	116732-N	ВЫПОРОТЬ (ВЫНУТЬ)
ВЫПЛАКАТЬ	130497-N	ВЫРУЧИТЬ ДЕНЬГИ
ВЫПЛАКАТЬ	132117-N	ЛАТАТЬ, СТАВИТЬ ЗАПЛАТЫ
ВЫСПРАШИВАТЬ	116735-N	ВЫПРОСИТЬ
ВЫСПРАШИВАТЬ	117002-N	КЛЯНЧИТЬ
ВЫСПРАШИВАТЬ	111813-N	ПЕРЕСПРОСИТЬ
ВЫСПРАШИВАТЬ	114568-N	ВПРЫСНУТЬ
ВЫСПРАШИВАТЬ	126249-N	ЗАПРОСИТЬ ЦЕНУ
ВЫСПРАШИВАТЬ	107344-N	ПРОСИТЬ, ОБРАЩАТЬСЯ С ПРОСЬБОЙ
ВЫСПРАШИВАТЬ	120799-N	ПРОЩУПАТЬ, НАЩУПАТЬ
ВЫСПРАШИВАТЬ	117624-N	ВЫМОЛИТЬ (ВЫПРОСИТЬ МОЛЬБАМИ)
ВЫСПРАШИВАТЬ	114848-N	ПРОПИТАТЬСЯ
ВЫСПРАШИВАТЬ	111062-N	НАМАЗ
ВЫТАПТЫВАТЬ	110917-N	ВЫТАЩИТЬ НАРУЖУ
ВЫТАПТЫВАТЬ	130352-N	ВЫВОЛОЧЬ НАРУЖУ
ВЫТАПТЫВАТЬ	113672-N	ВЫЛОМАТЬ
ВЫТАПТЫВАТЬ	130547-N	ВЫТЕРЕТЬСЯ ОТ НОСКИ
ВЫТАПТЫВАТЬ	111702-N	СЛЕДИТЬ, ОСТАВЛЯТЬ СЛЕДЫ
ВЫТАПТЫВАТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ВЫТАПТЫВАТЬ	130455-N	ВЫНОСИТЬ МЫСЛЬ
ВЫТАПТЫВАТЬ	143192-N	ВЫМАНИТЬ НАРУЖУ
ВЫТАПТЫВАТЬ	120943-N	НАТАСКАТЬ (ПОВЕРХНОСТНО НАУЧИТЬ)
ВЫТАПТЫВАТЬ	118139-N	ВЫБОЛТАТЬ
ВЫЧЕРПЫВАТЬ	112165-N	ИСЧЕРПАТЬ (ИЗРАСХОДОВАТЬ ПОЛНОСТЬЮ)
ВЫЧЕРПЫВАТЬ	130547-N	ВЫТЕРЕТЬСЯ ОТ НОСКИ
ВЫЧЕРПЫВАТЬ	113672-N	ВЫЛОМАТЬ
ВЫЧЕРПЫВАТЬ	111874-N	ВЫКУРИТЬ НАРУЖУ
ВЫЧЕРПЫВАТЬ	143192-N	ВЫМАНИТЬ НАРУЖУ
ВЫЧЕРПЫВАТЬ	110917-N	ВЫТАЩИТЬ НАРУЖУ
ВЫЧЕРПЫВАТЬ	110908-N	УДАЛИТЬ НАРУЖУ
ВЫЧЕРПЫВАТЬ	113501-N	РАСТОПТАТЬ (УНИЧТОЖИТЬ)
ВЫЧЕРПЫВАТЬ	111867-N	ВЫЛИЗАТЬ (ОЧИСТИТЬ)
ВЫЧЕРПЫВАТЬ	116836-N	ДАВИТЬ НАСЕКОМЫХ
ВЯЛИТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ВЯЛИТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ВЯЛИТЬ	108586-N	ВАНИЛЬ
ВЯЛИТЬ	132736-N	НАВЕСИТЬ (НАДЕТЬ)
ВЯЛИТЬ	111031-N	ВАЛИТЬСЯ
ВЯЛИТЬ	118288-N	НАВОДНИТЬ
ВЯЛИТЬ	118053-N	ВАННА (МЫТЬЕ)
ВЯЛИТЬ	107559-N	НАСЫПЬ
ВЯЛИТЬ	124784-N	НАЛЕЧЬ, НАВАЛИТЬСЯ
ВЯЛИТЬ	117962-N	НАВЫК
ГАТИТЬ	116045-N	НАКАТИТЬ (ПОМЕСТИТЬ)
ГАТИТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ГАТИТЬ	104882-N	НАНТ
ГАТИТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ГАТИТЬ	112932-N	НАГАН
ГАТИТЬ	118059-N	КАТАТЬ (ВОЗИТЬ)
ГАТИТЬ	115620-N	ШАТАТЬ
ГАТИТЬ	120943-N	НАТАСКАТЬ (ПОВЕРХНОСТНО НАУЧИТЬ)
ГАТИТЬ	115287-N	ЗАГНАТЬ ВНУТРЬ
ГАТИТЬ	137386-N	БРАТЬ ВО ВНИМАНИЕ
ГИПЕРТРОФИРОВАТЬ	131608-N	ЗАТОПТАТЬ В ДАВКЕ
ГИПЕРТРОФИРОВАТЬ	115742-N	ПЕРФОРИРОВАТЬ
ГИПЕРТРОФИРОВАТЬ	135738-N	ГИДРОМЕЛИОРАЦИЯ
ГИПЕРТРОФИРОВАТЬ	127068-N	НАКИПЬ (ПЕНА)
ГИПЕРТРОФИРОВАТЬ	111813-N	ПЕРЕСПРОСИТЬ
ГИПЕРТРОФИРОВАТЬ	140556-N	ПЕРЕГРУППИРОВАТЬ
ГИПЕРТРОФИРОВАТЬ	124515-N	ГОФРИРОВАТЬ
ГИПЕРТРОФИРОВАТЬ	146224-N	ЦЕНТРИФУГИРОВАНИЕ
ГИПЕРТРОФИРОВАТЬ	112052-N	ИМПРОВИЗИРОВАТЬ
ГИПЕРТРОФИРОВАТЬ	123980-N	ГИПОФИЗ
ГРУБЕТЬ	111261-N	ГРУБИЯН
ГРУБЕТЬ	129357-N	ГЛУПЕТЬ
ГРУБЕТЬ	116282-N	ГЛУМИТЬСЯ
ГРУБЕТЬ	107181-N	КЛЕВЕТАТЬ
ГРУБЕТЬ	5669-N	ГРЫЗУН
ГРУБЕТЬ	130545-N	ГАРПУН
ГРУБЕТЬ	182-N	ГРУЗОПОТОК
ГРУБЕТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ГРУБЕТЬ	116249-N	ПРУДИТЬ
ГРУБЕТЬ	111766-N	ПОГРУЗИТЬ (ОПУСТИТЬ)
ДИРЕКТОРСТВОВАТЬ	123566-N	ПРАВИТЬ (РУКОВОДИТЬ)
ДИРЕКТОРСТВОВАТЬ	130165-N	ЦАРСТВОВАТЬ (БЫТЬ ЦАРЕМ)
ДИРЕКТОРСТВОВАТЬ	130166-N	ВСТУПЛЕНИЕ НА ПРЕСТОЛ
ДИРЕКТОРСТВОВАТЬ	144525-N	ДИРЕКЦИЯ
ДИРЕКТОРСТВОВАТЬ	124259-N	НАЧАЛЬСТВЕННЫЙ
ДИРЕКТОРСТВОВАТЬ	116961-N	ДИРИЖИРОВАТЬ
ДИРЕКТОРСТВОВАТЬ	8781-N	РЕКТОРАТ
ДИРЕКТОРСТВОВАТЬ	7823-N	ГЕНЕРАЛЬНЫЙ ДИРЕКТОР
ДИРЕКТОРСТВОВАТЬ	116981-N	РЕЖИССИРОВАТЬ
ДИРЕКТОРСТВОВАТЬ	110699-N	ДЕЛИТЕЛЬ
ДОКИНУТЬ	116081-N	ВНИКНУТЬ
ДОКИНУТЬ	121319-N	ВЖИТЬСЯ В ОБРАЗ
ДОКИНУТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ДОКИНУТЬ	114793-N	ПРИКОСНУТЬСЯ, СЛЕГКА ДОТРОНУТЬСЯ
ДОКИНУТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ДОКИНУТЬ	111977-N	ПОДОЙТИ БЛИЖЕ
ДОКИНУТЬ	117015-N	НАЕХАТЬ (НАТОЛКНУТЬСЯ)
ДОКИНУТЬ	116045-N	НАКАТИТЬ (ПОМЕСТИТЬ)
ДОКИНУТЬ	104882-N	НАНТ
ДОКИНУТЬ	138424-N	НАЕХАТЬ (ОКАЗЫВАТЬ ДАВЛЕНИЕ)
ДОРАБОТАТЬСЯ	123822-N	ДОРАБОТАТЬ (ПРОДОЛЖИТЬ РАБОТУ ДО КАКОГО-ТО ВРЕМЕНИ, СРОКА)
ДОРАБОТАТЬСЯ	116361-N	СРАБОТАТЬСЯ (ИЗНОСИТЬСЯ)
ДОРАБОТАТЬСЯ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ДОРАБОТАТЬСЯ	118540-N	НАДУТЬ (НАНЕСТИ)
ДОРАБОТАТЬСЯ	117015-N	НАЕХАТЬ (НАТОЛКНУТЬСЯ)
ДОРАБОТАТЬСЯ	123506-N	ОТРАБОТАТЬ (УПРАЖНЯЯСЬ, УСВОИТЬ)
ДОРАБОТАТЬСЯ	111114-N	НАКАЛИТЬСЯ, РАСКАЛИТЬСЯ
ДОРАБОТАТЬСЯ	124577-N	ЗАНЯТЬ, ДАТЬ ЗАНЯТИЕ
ДОРАБОТАТЬСЯ	104882-N	НАНТ
ДОРАБОТАТЬСЯ	124784-N	НАЛЕЧЬ, НАВАЛИТЬСЯ
ДОТЕЧЬ	116562-N	ОТТЕЧЬ
ДОТЕЧЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ДОТЕЧЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ДОТЕЧЬ	110333-N	ДОНКА
ДОТЕЧЬ	100892-N	ДОНЕЦК
ДОТЕЧЬ	132736-N	НАВЕСИТЬ (НАДЕТЬ)
ДОТЕЧЬ	113655-N	СЛАСТИТЬ
ДОТЕЧЬ	120899-N	ДОДАТЬ
ДОТЕЧЬ	104882-N	НАНТ
ДОТЕЧЬ	127068-N	НАКИПЬ (ПЕНА)
ДРЯХЛЕТЬ	140430-N	РЫХЛЫЙ (ДРЯБЛЫЙ)
ДРЯХЛЕТЬ	111114-N	НАКАЛИТЬСЯ, РАСКАЛИТЬСЯ
ДРЯХЛЕТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ДРЯХЛЕТЬ	132053-N	КРЯХТЕТЬ (ИЗДАВАТЬ ЗВУКИ)
ДРЯХЛЕТЬ	119358-N	ДЕРЗКИЙ (НЕПОЧТИТЕЛЬНЫЙ)
ДРЯХЛЕТЬ	129276-N	ДЕРГАТЬСЯ (НЕПРОИЗВОЛЬНЫЕ ДВИЖЕНИЯ)
ДРЯХЛЕТЬ	121356-N	ЗАВИХРИТЬСЯ
ДРЯХЛЕТЬ	135652-N	ЧАХЛЫЙ (СЛАБЫЙ)
ДРЯХЛЕТЬ	115823-N	НЮХАТЬ ЗАПАХ
ДРЯХЛЕТЬ	132615-N	МЕРЗЛЫЙ (НЕГОДНЫЙ)
ЗАВЕШАТЬ	131069-N	ЗАВЕСИТЬ (ЗАКРЫТЬ)
ЗАВЕШАТЬ	116168-N	ЗАНАВЕСИТЬ, ЗАКРЫТЬ ЗАНАВЕСКОЙ
ЗАВЕШАТЬ	132736-N	НАВЕСИТЬ (НАДЕТЬ)
ЗАВЕШАТЬ	132740-N	НАВЯЗАТЬ (ЗАСТАВИТЬ ВЗЯТЬ)
ЗАВЕШАТЬ	120389-N	НАНИЗАТЬ (НАДЕТЬ)
ЗАВЕШАТЬ	113351-N	ВЫВЕСИТЬ (ПРОВЕРИТЬ)
ЗАВЕШАТЬ	143878-N	НАВЯЗАТЬ (ЗАСТАВИТЬ ПРИНЯТЬ)
ЗАВЕШАТЬ	118540-N	НАДУТЬ (НАНЕСТИ)
ЗАВЕШАТЬ	130347-N	ВЫВЕСИТЬ ДЛЯ ОБОЗРЕНИЯ
ЗАВЕШАТЬ	114880-N	ОБВЕСИТЬ (НЕДОВЕСИТЬ)
ЗАГОВОРИТЬСЯ	107522-N	ПОГОВОРКА
ЗАГОВОРИТЬСЯ	108621-N	ПРИБАУТКА
ЗАГОВОРИТЬСЯ	143591-N	РАЗГОВОРНЫЙ ЖАНР
ЗАГОВОРИТЬСЯ	137945-N	ЗАГОВОРИТЬ (ЗАКОЛДОВАТЬ)
ЗАГОВОРИТЬСЯ	107181-N	КЛЕВЕТАТЬ
ЗАГОВОРИТЬСЯ	148209-N	НАНАЙСКИЙ ЯЗЫК
ЗАГОВОРИТЬСЯ	124610-N	РАЗМОЛВКА (НЕБОЛЬШАЯ ССОРА)
